遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12 
雙贏彩,112000255,2023/10/25,1981100,39622,594200,02,05,07,09,10,12,15,16,18,21,23,24
雙贏彩,112000256,2023/10/26,1623400,32468,526900,02,09,13,14,15,16,18,19,20,21,23,24
雙贏彩,112000257,2023/10/27,1636750,32735,253300,01,02,04,05,07,09,11,12,17,18,21,24
雙贏彩,112000258,2023/10/28,1958300,39166,871700,01,04,05,09,11,12,14,17,18,19,21,24
雙贏彩,112000259,2023/10/30,1745850,34917,374100,01,06,08,10,12,13,17,18,19,20,21,23
雙贏彩,112000260,2023/10/31,1621300,32426,360100,03,05,09,10,11,14,15,17,18,19,23,24
雙贏彩,112000261,2023/11/01,2000600,40012,796700,02,03,04,05,07,09,14,17,18,19,20,23
雙贏彩,112000262,2023/11/02,1615350,32307,458100,01,02,06,07,09,10,13,14,15,20,21,24
雙贏彩,112000263,2023/11/03,1662100,33242,574600,02,03,04,05,10,12,14,17,18,19,20,23
雙贏彩,112000264,2023/11/04,1988650,39773,399400,03,04,05,06,07,08,10,12,13,15,16,17
雙贏彩,112000265,2023/11/06,1790600,35812,564400,01,02,03,04,07,12,13,16,17,20,21,24
雙贏彩,112000266,2023/11/07,1594900,31898,155500,01,06,08,09,10,11,12,15,16,18,20,24
雙贏彩,112000267,2023/11/08,1982800,39656,795900,02,03,05,06,09,11,15,19,20,22,23,24
雙贏彩,112000268,2023/11/09,1633900,32678,569000,02,07,09,10,13,15,16,18,19,21,23,24
雙贏彩,112000269,2023/11/10,1620350,32407,573100,01,03,04,05,06,07,10,12,13,15,17,20
雙贏彩,112000270,2023/11/11,1932600,38652,476200,05,07,08,12,14,15,18,19,20,21,23,24
雙贏彩,112000271,2023/11/13,1730850,34617,591700,01,02,06,09,11,14,17,18,19,21,22,23
雙贏彩,112000272,2023/11/14,1540450,30809,346700,02,03,04,08,09,12,17,18,19,20,21,24
雙贏彩,112000273,2023/11/15,1873500,37470,690500,02,03,04,07,11,12,13,16,18,19,23,24
雙贏彩,112000274,2023/11/16,1558450,31169,462000,01,02,04,05,06,11,13,15,16,17,20,22
雙贏彩,112000275,2023/11/17,1551350,31027,469700,01,05,06,09,10,13,14,16,17,19,21,23
雙贏彩,112000276,2023/11/18,1811700,36234,588800,06,07,08,11,15,16,17,18,19,21,22,24
雙贏彩,112000277,2023/11/20,1705500,34110,565900,04,05,06,07,08,10,14,16,18,20,21,23
雙贏彩,112000278,2023/11/21,1521800,30436,543200,02,03,04,07,09,10,11,15,16,18,20,22
雙贏彩,112000279,2023/11/22,1902200,38044,898400,03,07,09,11,14,16,17,18,19,20,21,24
雙贏彩,112000280,2023/11/23,1578650,31573,549600,02,03,05,06,11,12,13,14,17,18,22,23
雙贏彩,112000281,2023/11/24,1551450,31029,358700,01,03,10,11,13,14,16,17,20,21,22,23
雙贏彩,112000282,2023/11/25,1861600,37232,700000,02,03,08,11,14,17,18,19,21,22,23,24
雙贏彩,112000283,2023/11/27,1686650,33733,471000,02,04,06,11,12,13,14,16,17,21,22,24
雙贏彩,112000284,2023/11/28,1533350,30667,345800,01,02,03,04,06,11,17,18,19,20,22,23
雙贏彩,112000285,2023/11/29,1904500,38090,792500,02,04,05,06,08,10,14,15,17,19,20,22
雙贏彩,112000286,2023/11/30,1564750,31295,468800,01,04,06,07,08,10,11,12,15,16,20,21
雙贏彩,112000287,2023/12/01,1571450,31429,587400,02,03,04,05,08,09,10,11,12,16,19,20
雙贏彩,112000288,2023/12/02,1878150,37563,694000,02,03,05,07,09,10,11,15,16,19,21,22
雙贏彩,112000289,2023/12/04,1610650,32213,858000,03,06,09,11,12,13,16,17,18,22,23,24
雙贏彩,112000290,2023/12/05,1554150,31083,341700,01,02,10,11,12,13,15,16,17,21,23,24
雙贏彩,112000291,2023/12/06,1876750,37535,15491900,04,06,08,09,12,14,15,16,18,21,23,24
雙贏彩,112000292,2023/12/07,1618100,32362,554300,01,02,08,09,12,13,14,15,18,22,23,24
雙贏彩,112000293,2023/12/08,1660200,33204,664000,01,02,04,07,08,09,13,15,16,17,18,22
雙贏彩,112000294,2023/12/09,1963650,39273,298000,02,04,05,07,13,17,18,20,21,22,23,24
雙贏彩,112000295,2023/12/11,1769300,35386,826800,01,02,04,13,14,15,16,18,20,21,23,24
雙贏彩,112000296,2023/12/12,1616000,32320,291500,04,06,07,11,13,14,15,16,20,21,23,24
雙贏彩,112000297,2023/12/13,1959250,39185,169700,01,02,03,04,06,07,12,16,18,19,20,21
雙贏彩,112000298,2023/12/14,1636450,32729,666200,01,02,04,05,08,10,11,16,19,20,22,23
雙贏彩,112000299,2023/12/15,1626700,32534,446900,03,04,05,06,07,11,14,16,17,19,23,24
雙贏彩,112000300,2023/12/16,1911450,38229,489800,02,03,05,07,08,10,14,15,17,18,21,23
雙贏彩,112000301,2023/12/18,1869300,37386,723700,01,05,06,08,09,10,12,17,20,21,22,24
雙贏彩,112000302,2023/12/19,1553200,31064,865600,02,03,04,07,12,13,14,17,18,21,22,23
雙贏彩,112000303,2023/12/20,1898150,37963,476100,01,02,03,05,07,09,14,15,16,19,21,23
雙贏彩,112000304,2023/12/21,1559350,31187,450100,01,06,08,12,13,14,15,16,18,19,20,21
雙贏彩,112000305,2023/12/22,1595900,31918,267100,03,05,07,09,10,13,14,15,19,20,21,24
雙贏彩,112000306,2023/12/23,1909100,38182,278200,03,04,05,06,08,11,13,14,16,18,22,23
雙贏彩,112000307,2023/12/25,1840150,36803,584100,03,04,05,06,10,12,13,14,17,18,21,22
雙贏彩,112000308,2023/12/26,1699550,33991,160100,03,05,06,12,13,15,16,17,20,21,22,24
雙贏彩,112000309,2023/12/27,2043700,40874,594300,04,05,07,09,11,12,15,16,17,19,22,24
雙贏彩,112000310,2023/12/28,1789350,35787,886300,02,04,05,06,07,08,10,11,18,19,22,24
雙贏彩,112000311,2023/12/29,1984700,39694,516100,01,07,08,09,10,12,14,16,18,19,20,21
雙贏彩,112000312,2023/12/30,3361250,67225,726200,02,03,05,06,09,10,11,16,18,19,21,22
