遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12 
雙贏彩,110000258,2021/10/28,2023250,40465,987300,01,02,03,06,07,08,14,16,19,20,21,22
雙贏彩,110000259,2021/10/29,2007000,40140,501800,01,03,08,09,13,15,17,18,19,20,21,24
雙贏彩,110000260,2021/10/30,2429750,48595,3322000,01,04,05,06,07,09,11,12,13,15,20,22
雙贏彩,110000261,2021/11/01,2175650,43513,708900,04,06,07,08,11,12,16,18,19,21,22,24
雙贏彩,110000262,2021/11/02,1969400,39388,677600,01,03,04,06,07,08,11,13,14,17,22,23
雙贏彩,110000263,2021/11/03,2430950,48619,1038900,01,02,04,07,10,12,13,14,15,16,17,21
雙贏彩,110000264,2021/11/04,2062550,41251,400600,01,02,07,08,10,14,16,17,18,21,23,24
雙贏彩,110000265,2021/11/05,2048150,40963,890500,02,03,06,07,09,10,13,14,15,16,18,24
雙贏彩,110000266,2021/11/06,2492750,49855,740500,01,02,04,05,06,07,09,11,13,14,15,20
雙贏彩,110000267,2021/11/08,2125250,42505,693100,01,02,03,06,07,11,12,16,18,21,23,24
雙贏彩,110000268,2021/11/09,1964800,39296,576100,03,07,09,11,13,16,17,18,19,20,21,22
雙贏彩,110000269,2021/11/10,2465600,49312,947900,01,03,05,06,07,08,11,12,14,15,18,21
雙贏彩,110000270,2021/11/11,2022300,40446,601500,03,08,09,11,13,14,17,19,20,21,22,23
雙贏彩,110000271,2021/11/12,2008200,40164,1197500,05,07,09,10,11,14,15,16,19,20,21,24
雙贏彩,110000272,2021/11/13,2379850,47597,1219100,01,02,03,05,06,10,11,13,15,16,20,23
雙贏彩,110000273,2021/11/15,2181550,43631,611000,01,06,09,10,12,13,14,16,17,18,22,24
雙贏彩,110000274,2021/11/16,1965100,39302,790600,02,06,11,12,13,14,15,16,18,21,22,23
雙贏彩,110000275,2021/11/17,2453750,49075,2342500,01,02,08,09,10,12,13,18,19,20,21,22
雙贏彩,110000276,2021/11/18,2004000,40080,181200,02,03,06,09,14,16,17,18,19,20,23,24
雙贏彩,110000277,2021/11/19,2020400,40408,499300,02,04,06,09,11,12,13,14,16,19,20,23
雙贏彩,110000278,2021/11/20,2396950,47939,647000,01,02,10,11,15,16,17,19,21,22,23,24
雙贏彩,110000279,2021/11/22,2096600,41932,414500,03,04,05,06,07,11,12,15,19,20,21,24
雙贏彩,110000280,2021/11/23,1871050,37421,563500,04,05,06,07,10,12,13,14,16,19,21,22
雙贏彩,110000281,2021/11/24,2469550,49391,740400,01,04,05,07,09,10,15,17,18,19,20,22
雙贏彩,110000282,2021/11/25,1948950,38979,478300,01,06,09,11,12,13,14,18,19,22,23,24
雙贏彩,110000283,2021/11/26,1885500,37710,589200,01,02,03,05,07,09,11,14,18,21,22,23
雙贏彩,110000284,2021/11/27,2292550,45851,605800,01,05,08,10,11,13,14,16,18,19,20,22
雙贏彩,110000285,2021/11/29,2067850,41357,16031600,02,03,06,09,12,15,17,18,19,21,22,23
雙贏彩,110000286,2021/11/30,1904600,38092,15689800,01,02,04,05,06,08,09,12,13,14,18,23
雙贏彩,110000287,2021/12/01,2405800,48116,849500,04,05,07,09,13,15,16,17,18,20,21,23
雙贏彩,110000288,2021/12/02,1961750,39235,714400,01,02,05,08,09,12,13,15,16,18,21,23
雙贏彩,110000289,2021/12/03,1953550,39071,651300,02,03,04,05,06,07,10,11,12,13,15,24
雙贏彩,110000290,2021/12/04,2420050,48401,1042200,02,03,06,09,11,16,17,19,20,21,22,23
雙贏彩,110000291,2021/12/06,2127700,42554,842300,02,03,04,07,08,09,10,12,18,20,22,24
雙贏彩,110000292,2021/12/07,1980500,39610,489100,01,03,06,10,12,13,15,16,17,21,22,24
雙贏彩,110000293,2021/12/08,2433850,48677,940900,04,06,07,08,10,11,13,14,15,17,21,22
雙贏彩,110000294,2021/12/09,2019450,40389,591900,01,06,07,09,10,11,13,16,17,18,19,21
雙贏彩,110000295,2021/12/10,2043600,40872,989700,01,02,06,07,10,12,13,16,19,20,21,23
雙贏彩,110000296,2021/12/11,2462600,49252,646400,02,06,07,12,14,15,17,18,19,20,21,24
雙贏彩,110000297,2021/12/13,2133750,42675,404000,02,04,05,09,10,13,14,15,16,18,20,24
雙贏彩,110000298,2021/12/14,1993050,39861,293800,01,04,05,07,08,09,10,12,18,21,22,24
雙贏彩,110000299,2021/12/15,2461050,49221,537700,02,04,06,07,10,11,12,13,16,17,20,23
雙贏彩,110000300,2021/12/16,2008150,40163,1016500,02,03,05,07,08,12,13,14,16,19,22,23
雙贏彩,110000301,2021/12/17,1995300,39906,308700,02,05,06,07,13,14,16,17,20,21,22,23
雙贏彩,110000302,2021/12/18,2377700,47554,352100,01,04,07,08,10,11,12,13,14,17,20,24
雙贏彩,110000303,2021/12/20,2069150,41383,525900,02,03,05,07,08,10,12,14,16,19,20,23
雙贏彩,110000304,2021/12/21,1789000,35780,764700,04,05,06,10,11,15,16,19,20,21,22,23
雙贏彩,110000305,2021/12/22,2397300,47946,524300,01,05,06,08,09,10,13,14,15,18,19,24
雙贏彩,110000306,2021/12/23,1985100,39702,996900,01,04,05,06,08,09,12,15,16,20,23,24
雙贏彩,110000307,2021/12/24,2017500,40350,920000,01,03,05,07,08,09,10,11,15,16,20,24
雙贏彩,110000308,2021/12/25,2354050,47081,751900,03,05,08,10,11,12,14,15,19,20,23,24
雙贏彩,110000309,2021/12/27,2032450,40649,302700,01,04,07,08,10,13,15,16,17,18,22,23
雙贏彩,110000310,2021/12/28,1923800,38476,927000,01,03,05,06,08,09,11,12,19,20,21,22
雙贏彩,110000311,2021/12/29,2441350,48827,719800,02,04,05,08,11,12,16,17,18,21,23,24
雙贏彩,110000312,2021/12/30,2031150,40623,410800,01,03,05,06,08,10,11,15,20,21,22,24
雙贏彩,110000313,2021/12/31,2080600,41612,912500,01,03,05,08,10,14,16,17,18,20,21,24
