遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12 
雙贏彩,111000266,2022/11/07,1908900,38178,568300,03,04,10,12,13,14,15,16,17,18,19,20
雙贏彩,111000267,2022/11/08,1787600,35752,375600,02,03,05,07,08,09,12,15,17,18,21,24
雙贏彩,111000268,2022/11/09,2227600,44552,720800,01,02,03,05,07,09,12,14,19,20,21,22
雙贏彩,111000269,2022/11/10,1866250,37325,897100,01,03,06,09,12,13,14,15,17,19,22,23
雙贏彩,111000270,2022/11/11,1925650,38513,186900,02,06,07,10,12,13,14,15,16,17,18,22
雙贏彩,111000271,2022/11/12,2231200,44624,426400,03,04,05,06,07,10,11,13,17,19,23,24
雙贏彩,111000272,2022/11/14,1980950,39619,521500,02,06,07,08,09,12,15,16,18,21,22,24
雙贏彩,111000273,2022/11/15,1781900,35638,274900,03,04,07,10,11,13,16,17,18,21,23,24
雙贏彩,111000274,2022/11/16,2167000,43340,757100,01,02,03,04,05,06,10,11,12,19,22,23
雙贏彩,111000275,2022/11/17,1806050,36121,169100,03,05,08,09,10,14,18,19,20,22,23,24
雙贏彩,111000276,2022/11/18,1829750,36595,262200,01,02,03,04,05,07,11,14,17,19,20,24
雙贏彩,111000277,2022/11/19,2174250,43485,515800,01,02,03,06,08,09,10,15,16,19,22,24
雙贏彩,111000278,2022/11/21,1967350,39347,485700,01,05,09,10,12,14,15,18,20,21,22,24
雙贏彩,111000279,2022/11/22,1797050,35941,163500,02,06,07,10,11,12,14,15,21,22,23,24
雙贏彩,111000280,2022/11/23,2136600,42732,363100,02,03,04,06,08,12,13,15,16,17,19,21
雙贏彩,111000281,2022/11/24,1729350,34587,266400,01,03,05,06,07,12,15,16,17,20,23,24
雙贏彩,111000282,2022/11/25,1786050,35721,380700,02,06,07,10,11,12,13,17,19,20,22,24
雙贏彩,111000283,2022/11/26,2121550,42431,1022500,04,07,08,10,12,13,15,16,17,20,23,24
雙贏彩,111000284,2022/11/28,1914150,38283,934300,04,06,08,10,12,16,17,19,20,22,23,24
雙贏彩,111000285,2022/11/29,1777400,35548,187600,03,05,06,07,09,10,12,14,17,19,21,24
雙贏彩,111000286,2022/11/30,2164250,43285,313400,03,04,07,08,10,12,14,15,16,17,18,20
雙贏彩,111000287,2022/12/01,1815150,36303,695600,02,03,04,05,06,08,11,13,15,21,22,23
雙贏彩,111000288,2022/12/02,1816350,36327,622600,04,07,09,13,14,15,19,20,21,22,23,24
雙贏彩,111000289,2022/12/03,2185850,43717,721700,01,04,05,06,10,13,16,18,20,21,22,23
雙贏彩,111000290,2022/12/05,1939750,38795,385700,03,04,05,07,08,10,13,16,17,21,22,24
雙贏彩,111000291,2022/12/06,1770600,35412,574100,01,04,07,12,15,16,17,18,19,20,21,24
雙贏彩,111000292,2022/12/07,2209000,44180,816200,02,08,09,10,11,12,13,14,16,20,21,22
雙贏彩,111000293,2022/12/08,1868950,37379,984600,01,02,03,04,07,08,11,12,16,19,22,24
雙贏彩,111000294,2022/12/09,1818150,36363,683700,01,04,05,06,07,08,09,13,19,20,21,23
雙贏彩,111000295,2022/12/10,2228700,44574,404300,02,03,04,06,07,08,11,13,15,16,18,22
雙贏彩,111000296,2022/12/12,1951800,39036,495800,01,05,09,10,12,13,14,15,16,18,19,20
雙贏彩,111000297,2022/12/13,1761100,35222,270700,01,02,04,08,09,10,11,13,14,17,19,21
雙贏彩,111000298,2022/12/14,2161700,43234,616900,01,07,09,10,12,14,18,19,20,21,22,23
雙贏彩,111000299,2022/12/15,1769050,35381,462400,01,02,10,11,12,14,15,16,17,18,21,24
雙贏彩,111000300,2022/12/16,1777000,35540,684100,02,04,05,07,08,11,14,15,16,17,18,22
雙贏彩,111000301,2022/12/17,1992300,39846,380600,01,03,04,05,09,11,12,14,15,17,22,24
雙贏彩,111000302,2022/12/19,1946700,38934,1008400,01,02,06,07,08,09,11,12,18,19,22,24
雙贏彩,111000303,2022/12/20,1784300,35686,477500,03,04,05,07,08,10,12,17,18,19,21,23
雙贏彩,111000304,2022/12/21,2172650,43453,571700,03,04,05,06,07,08,09,11,12,13,20,21
雙贏彩,111000305,2022/12/22,1834250,36685,653300,01,07,08,14,15,16,17,18,21,22,23,24
雙贏彩,111000306,2022/12/23,1818350,36367,679600,01,03,05,06,07,08,10,12,14,15,17,19
雙贏彩,111000307,2022/12/24,2182200,43644,621300,02,03,07,10,12,14,16,20,21,22,23,24
雙贏彩,111000308,2022/12/26,1963300,39266,508400,02,03,08,09,10,15,16,17,18,20,22,24
雙贏彩,111000309,2022/12/27,1779750,35595,643100,02,06,09,13,15,16,17,18,20,21,22,24
雙贏彩,111000310,2022/12/28,2218750,44375,757500,01,03,04,07,09,10,11,12,16,18,19,23
雙贏彩,111000311,2022/12/29,1843250,36865,566800,01,02,03,10,11,12,14,15,17,18,20,22
雙贏彩,111000312,2022/12/30,1913550,38271,847500,04,05,06,07,11,13,14,17,19,21,22,23
雙贏彩,111000313,2022/12/31,2417800,48356,539300,02,05,06,07,08,10,11,17,18,20,23,24
