遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12 
雙贏彩,111000123,2022/05/24,1615800,32316,445500,02,03,05,06,07,09,12,15,19,20,22,24
雙贏彩,111000124,2022/05/25,1841950,36839,1117600,06,07,08,09,11,13,14,16,17,18,19,23
雙贏彩,111000125,2022/05/26,1586700,31734,659000,01,03,04,05,06,08,10,11,17,18,23,24
雙贏彩,111000126,2022/05/27,1647700,32954,494500,01,02,10,13,14,15,18,19,20,21,22,23
雙贏彩,111000127,2022/05/28,2050650,41013,594500,02,03,04,06,08,11,14,15,19,20,21,24
雙贏彩,111000128,2022/05/30,1845600,36912,976500,01,06,07,09,11,12,13,14,15,18,19,20
雙贏彩,111000129,2022/05/31,1671050,33421,460100,02,04,09,10,13,14,17,18,19,21,23,24
雙贏彩,111000130,2022/06/01,2062400,41248,279500,01,02,09,11,12,13,14,16,17,19,20,21
雙贏彩,111000131,2022/06/02,1786400,35728,483000,04,05,07,08,09,10,11,14,15,16,17,23
雙贏彩,111000132,2022/06/03,1724900,34498,570700,02,05,06,11,13,14,15,17,18,20,22,24
雙贏彩,111000133,2022/06/04,2047250,40945,604000,01,02,04,05,06,12,13,14,18,19,20,22
雙贏彩,111000134,2022/06/06,1810800,36216,482400,02,04,07,08,09,13,14,15,18,22,23,24
雙贏彩,111000135,2022/06/07,1601750,32035,559300,02,06,07,09,10,12,15,16,18,20,21,22
雙贏彩,111000136,2022/06/08,1924600,38492,885300,02,03,05,07,08,11,13,14,15,18,21,24
雙贏彩,111000137,2022/06/09,1709750,34195,387500,01,02,04,05,09,10,11,13,14,17,19,23
雙贏彩,111000138,2022/06/10,1770500,35410,1602100,02,03,04,05,06,10,11,12,15,18,20,24
雙贏彩,111000139,2022/06/11,2129200,42584,415700,03,04,05,06,07,09,12,14,16,17,21,24
雙贏彩,111000140,2022/06/13,1907350,38147,479000,03,06,07,08,09,12,13,14,16,20,22,24
雙贏彩,111000141,2022/06/14,1706800,34136,582900,01,02,03,05,06,08,11,12,13,14,18,24
雙贏彩,111000142,2022/06/15,2058700,41174,500100,03,04,05,08,13,14,16,19,20,21,22,24
雙贏彩,111000143,2022/06/16,1728700,34574,482300,01,07,08,09,10,11,12,13,18,19,20,23
雙贏彩,111000144,2022/06/17,1779200,35584,267100,02,03,06,07,08,09,14,17,20,22,23,24
雙贏彩,111000145,2022/06/18,2095350,41907,596000,03,04,06,07,11,13,15,17,18,20,21,23
雙贏彩,111000146,2022/06/20,1872750,37455,385300,04,07,08,10,12,13,17,19,20,21,22,23
雙贏彩,111000147,2022/06/21,1712400,34248,298100,02,03,04,05,07,08,10,11,12,15,21,23
雙贏彩,111000148,2022/06/22,2048850,40977,603500,02,07,11,12,14,15,16,18,19,20,22,23
雙贏彩,111000149,2022/06/23,1733750,34675,765900,01,03,04,06,08,09,11,15,16,20,21,23
雙贏彩,111000150,2022/06/24,1708150,34163,380500,06,07,08,11,12,13,14,17,18,19,20,21
雙贏彩,111000151,2022/06/25,2096150,41923,494600,01,07,09,10,11,12,14,15,16,17,19,24
雙贏彩,111000152,2022/06/27,1910700,38214,482400,03,05,06,08,09,10,11,12,13,17,22,23
雙贏彩,111000153,2022/06/28,1705650,34113,15360400,02,04,06,07,08,10,12,14,15,21,22,23
雙贏彩,111000154,2022/06/29,2096650,41933,502800,03,06,07,09,13,14,15,16,17,20,22,24
雙贏彩,111000155,2022/06/30,1791000,35820,284000,01,03,05,08,10,11,12,14,18,20,23,24
雙贏彩,111000156,2022/07/01,1780000,35600,385600,01,03,05,06,07,09,11,15,16,18,21,23
雙贏彩,111000157,2022/07/02,2131300,42626,819200,03,05,07,09,10,11,12,14,16,19,22,24
雙贏彩,111000158,2022/07/04,1870350,37407,776400,05,06,07,08,11,14,15,18,19,20,21,22
雙贏彩,111000159,2022/07/05,1727200,34544,1406300,01,02,04,06,08,13,14,16,18,21,23,24
雙贏彩,111000160,2022/07/06,2207700,44154,1041200,02,03,04,05,09,10,11,12,16,17,23,24
雙贏彩,111000161,2022/07/07,1845800,36916,494400,02,03,04,06,08,11,12,14,16,18,19,22
雙贏彩,111000162,2022/07/08,1873000,37460,488400,01,02,03,05,06,07,14,15,16,17,18,20
雙贏彩,111000163,2022/07/09,2225450,44509,425000,03,06,07,09,10,11,13,14,16,18,19,23
雙贏彩,111000164,2022/07/11,2021450,40429,189300,02,03,06,07,08,09,10,14,19,20,21,22
雙贏彩,111000165,2022/07/12,1827600,36552,351300,01,03,06,09,11,12,13,14,15,19,20,24
雙贏彩,111000166,2022/07/13,2255050,45101,408700,03,04,05,08,09,10,11,13,16,18,19,24
雙贏彩,111000167,2022/07/14,1819800,36396,565500,01,05,06,09,10,11,14,17,21,22,23,24
雙贏彩,111000168,2022/07/15,1827300,36546,362500,02,03,08,09,11,12,13,16,20,21,23,24
雙贏彩,111000169,2022/07/16,2196750,43935,906100,01,04,05,10,11,12,16,19,20,22,23,24
雙贏彩,111000170,2022/07/18,1971100,39422,601300,01,02,03,05,06,09,10,14,15,16,20,21
雙贏彩,111000171,2022/07/19,1739500,34790,675200,03,04,05,07,08,09,10,11,15,16,18,23
雙贏彩,111000172,2022/07/20,2187850,43757,1237500,01,02,04,05,06,07,08,14,15,17,18,21
雙贏彩,111000173,2022/07/21,1823450,36469,880900,03,06,07,08,09,13,14,16,17,20,21,24
雙贏彩,111000174,2022/07/22,1901950,38039,277700,01,02,03,05,06,12,13,15,17,20,23,24
雙贏彩,111000175,2022/07/23,2190250,43805,316900,01,03,04,05,11,13,14,16,17,18,21,23
雙贏彩,111000176,2022/07/25,1914000,38280,582000,02,05,08,09,11,12,14,17,18,19,21,23
雙贏彩,111000177,2022/07/26,1730800,34616,369700,02,05,09,10,11,12,14,15,16,17,20,22
雙贏彩,111000178,2022/07/27,2146050,42921,616100,02,03,04,07,09,10,11,12,15,17,19,20
雙贏彩,111000179,2022/07/28,1792100,35842,274000,01,02,04,08,10,14,15,16,17,19,20,22
雙贏彩,111000180,2022/07/29,1798350,35967,464200,01,05,06,07,08,12,15,17,18,19,22,23
雙贏彩,111000181,2022/07/30,2181000,43620,513400,02,06,09,11,12,14,16,19,20,21,22,23
雙贏彩,111000182,2022/08/01,1942050,38841,879300,01,04,07,08,09,10,12,14,15,18,23,24
雙贏彩,111000183,2022/08/02,1723150,34463,1170400,02,03,04,09,10,12,14,16,19,20,22,24
雙贏彩,111000184,2022/08/03,2169500,43390,410600,01,02,05,06,12,14,15,16,19,21,22,23
雙贏彩,111000185,2022/08/04,1770750,35415,359500,03,04,10,11,12,13,14,15,16,17,22,24
雙贏彩,111000186,2022/08/05,1830500,36610,489100,02,05,06,10,12,13,14,15,17,19,22,24
雙贏彩,111000187,2022/08/06,2245200,44904,413400,01,02,03,04,06,07,10,11,14,16,19,23
雙贏彩,111000188,2022/08/08,1988400,39768,408500,01,06,07,08,09,12,13,14,18,19,20,23
雙贏彩,111000189,2022/08/09,1777450,35549,873100,04,09,10,11,12,14,16,17,20,21,22,23
雙贏彩,111000190,2022/08/10,2233150,44663,516500,01,04,05,08,09,10,11,13,16,17,19,23
雙贏彩,111000191,2022/08/11,1861750,37235,185800,01,02,03,08,10,13,14,16,17,19,20,22
雙贏彩,111000192,2022/08/12,1861750,37235,706200,02,04,05,06,07,08,11,12,14,18,23,24
雙贏彩,111000193,2022/08/13,2265800,45316,308100,01,02,03,04,06,09,11,15,18,19,21,23
雙贏彩,111000194,2022/08/15,1961550,39231,177700,02,03,06,07,10,11,15,17,19,20,21,23
雙贏彩,111000195,2022/08/16,1790700,35814,971700,01,04,05,06,07,09,12,15,17,19,22,23
雙贏彩,111000196,2022/08/17,2155350,43107,420500,01,02,04,06,08,10,11,13,18,21,22,23
雙贏彩,111000197,2022/08/18,1806100,36122,357600,01,03,06,11,12,13,14,17,19,20,21,24
雙贏彩,111000198,2022/08/19,1826800,36536,679800,04,06,07,08,09,10,13,14,15,18,19,24
雙贏彩,111000199,2022/08/20,2216700,44334,731500,01,02,04,08,10,11,12,14,17,20,21,23
雙贏彩,111000200,2022/08/22,1936500,38730,892600,02,03,06,08,11,12,13,16,18,22,23,24
雙贏彩,111000201,2022/08/23,1768250,35365,173200,02,03,04,06,07,08,09,10,13,17,19,21
雙贏彩,111000202,2022/08/24,2168600,43372,733500,01,02,04,05,08,10,11,12,16,19,20,24
雙贏彩,111000203,2022/08/25,1763600,35272,480200,01,02,05,07,13,14,16,18,19,21,22,24
雙贏彩,111000204,2022/08/26,1780400,35608,281600,01,02,04,06,08,09,12,14,16,17,22,24
雙贏彩,111000205,2022/08/27,2138450,42769,629800,05,06,07,10,11,13,15,18,19,21,22,24
雙贏彩,111000206,2022/08/29,1816000,36320,480400,03,04,05,08,11,12,15,16,17,19,21,24
雙贏彩,111000207,2022/08/30,1668350,33367,259800,02,05,07,09,12,14,17,18,19,21,23,24
雙贏彩,111000208,2022/08/31,2027150,40543,486600,01,04,05,10,11,12,14,15,17,18,19,22
雙贏彩,111000209,2022/09/01,1708750,34175,273900,01,04,07,10,14,15,16,17,20,21,22,24
雙贏彩,111000210,2022/09/02,1663200,33264,682100,01,03,04,06,07,09,10,11,14,16,20,22
雙贏彩,111000211,2022/09/03,1964850,39297,482200,02,03,05,07,10,16,18,19,20,22,23,24
雙贏彩,111000212,2022/09/05,1858300,37166,1076300,01,03,04,06,10,12,14,18,19,20,22,23
雙贏彩,111000213,2022/09/06,1719850,34397,557300,01,02,03,04,06,08,13,14,17,19,20,23
雙贏彩,111000214,2022/09/07,2093900,41878,714900,02,04,09,11,13,15,16,18,19,21,23,24
雙贏彩,111000215,2022/09/08,1785400,35708,485200,02,06,07,08,09,13,14,15,16,17,20,21
雙贏彩,111000216,2022/09/09,1765600,35312,978500,01,03,04,05,06,08,09,11,13,15,19,22
雙贏彩,111000217,2022/09/10,2231350,44627,624800,02,03,04,05,06,12,13,18,19,20,22,24
雙贏彩,111000218,2022/09/12,1835350,36707,473400,02,03,06,07,08,10,11,12,16,18,19,22
雙贏彩,111000219,2022/09/13,1712850,34257,780800,01,03,04,05,08,09,11,13,19,20,21,24
雙贏彩,111000220,2022/09/14,2100200,42004,413300,03,04,06,07,10,13,14,17,19,21,22,24
雙贏彩,111000221,2022/09/15,1787500,35750,583300,01,06,07,09,11,15,16,19,20,21,23,24
雙贏彩,111000222,2022/09/16,1777200,35544,785800,01,04,05,07,10,12,16,17,19,20,21,24
雙贏彩,111000223,2022/09/17,2152900,43058,610100,01,02,06,07,10,11,14,16,17,19,20,23
雙贏彩,111000224,2022/09/19,1901200,38024,367100,03,04,06,07,08,11,12,13,16,17,20,22
雙贏彩,111000225,2022/09/20,1715500,34310,181700,01,05,10,12,13,14,16,17,19,20,21,23
雙贏彩,111000226,2022/09/21,2115700,42314,422900,01,03,04,07,08,11,12,19,20,22,23,24
雙贏彩,111000227,2022/09/22,1776500,35530,371200,01,04,06,10,11,12,13,15,18,19,22,23
雙贏彩,111000228,2022/09/23,1780200,35604,711300,04,10,12,13,14,15,17,19,20,21,22,23
雙贏彩,111000229,2022/09/24,2130250,42605,608900,03,05,06,08,09,12,13,14,15,17,19,24
雙贏彩,111000230,2022/09/26,1899150,37983,1119100,01,03,05,06,08,09,13,15,17,18,19,21
雙贏彩,111000231,2022/09/27,1735500,34710,868900,01,02,08,10,11,12,15,17,18,22,23,24
雙贏彩,111000232,2022/09/28,2104650,42093,1006100,02,03,04,05,09,11,14,15,18,19,21,24
雙贏彩,111000233,2022/09/29,1748750,34975,624500,01,02,04,05,06,08,09,10,11,12,14,16
雙贏彩,111000234,2022/09/30,1781800,35636,373900,02,03,08,09,10,11,12,14,16,20,21,22
雙贏彩,111000235,2022/10/01,2138500,42770,407600,02,03,08,09,10,12,13,15,16,17,18,23
雙贏彩,111000236,2022/10/03,1922500,38450,621000,06,07,08,09,13,14,16,17,18,19,21,24
雙贏彩,111000237,2022/10/04,1740700,34814,15265100,03,06,07,09,11,13,14,15,16,18,20,23
雙贏彩,111000238,2022/10/05,2116900,42338,608700,02,03,04,05,08,10,13,16,17,18,21,24
雙贏彩,111000239,2022/10/06,1753000,35060,492900,02,04,05,08,09,10,14,15,17,19,21,22
雙贏彩,111000240,2022/10/07,1788150,35763,367900,01,02,03,04,09,10,11,14,16,19,21,23
雙贏彩,111000241,2022/10/08,2150350,43007,840300,02,08,11,15,16,17,18,19,20,21,22,24
雙贏彩,111000242,2022/10/10,1843000,36860,698800,02,03,04,06,08,10,13,14,15,17,18,22
雙贏彩,111000243,2022/10/11,1760450,35209,790600,02,03,06,07,08,10,12,13,15,16,18,22
雙贏彩,111000244,2022/10/12,2177150,43543,908400,02,03,04,08,09,11,16,18,19,20,21,22
雙贏彩,111000245,2022/10/13,1797850,35957,269000,02,04,05,07,08,10,11,17,18,21,22,24
雙贏彩,111000246,2022/10/14,1784350,35687,461600,01,07,08,09,10,13,14,15,18,20,21,24
雙贏彩,111000247,2022/10/15,2057350,41147,795100,02,04,05,07,09,14,15,16,17,21,22,23
雙贏彩,111000248,2022/10/17,1810500,36210,1412600,02,04,06,08,10,11,12,13,15,20,22,24
雙贏彩,111000249,2022/10/18,1722800,34456,486800,02,04,07,10,12,14,15,18,19,21,22,24
雙贏彩,111000250,2022/10/19,2133000,42660,1443000,01,04,05,07,11,13,14,15,17,19,21,24
雙贏彩,111000251,2022/10/20,1778250,35565,582200,01,02,03,04,06,08,09,12,18,20,21,22
雙贏彩,111000252,2022/10/21,1762100,35242,385000,01,02,04,05,07,10,12,15,16,18,21,22
雙贏彩,111000253,2022/10/22,2103150,42063,421400,02,03,06,08,10,11,12,15,18,19,23,24
雙贏彩,111000254,2022/10/24,1878700,37574,579100,01,02,05,06,08,10,15,16,17,22,23,24
雙贏彩,111000255,2022/10/25,1713000,34260,473900,01,03,05,06,08,09,10,12,15,19,21,24
雙贏彩,111000256,2022/10/26,2122300,42446,510500,01,02,03,05,08,09,12,17,18,22,23,24
雙贏彩,111000257,2022/10/27,1731800,34636,379300,01,02,06,08,13,14,16,17,19,22,23,24
雙贏彩,111000258,2022/10/28,1740250,34805,459100,01,09,10,12,14,15,16,17,18,19,20,21
雙贏彩,111000259,2022/10/29,2076800,41536,399800,02,04,06,07,08,09,11,13,15,16,21,24
雙贏彩,111000260,2022/10/31,1709250,34185,363400,03,04,07,09,10,11,16,17,19,20,22,23
雙贏彩,111000261,2022/11/01,1724600,34492,757100,01,02,03,09,10,12,16,17,19,20,23,24
雙贏彩,111000262,2022/11/02,2102400,42048,726200,01,03,06,07,09,15,16,17,19,20,22,23
雙贏彩,111000263,2022/11/03,1753300,35066,486500,02,03,07,08,09,10,14,15,16,17,18,23
雙贏彩,111000264,2022/11/04,1801000,36020,381600,01,03,06,07,08,09,12,13,14,15,19,24
雙贏彩,111000265,2022/11/05,2112400,42248,329800,03,04,05,07,08,09,12,13,14,18,19,24
